Autauga County, Alabama 36051 36003 36008 36758 36006 36066 36091 36022 36701 36703 36068 36749 36067 Pine Level CDP Autaugaville town Marbury CDP Prattville city Millbrook city Billingsley town
Bedford County, Virginia 24502 24121 24503 24501 24139 24556 24550 24064 24101 24104 24122 24526 24536 24179 24570 24571 24174 24523 24095 24551 Forest CDP Montvale CDP Big Island CDP Bedford city
Bland County, Virginia 24134 24366 24318 24124 24314 24315 24084 Bland CDP
Botetourt County, Virginia 24155 24130 24012 24438 24579 24175 24422 24090 24064 24077 24085 24450 24019 24083 24066 Blue Ridge CDP Hollins CDP Troutville town Laymantown CDP Daleville CDP Fincastle town Cloverdale CDP Buchanan town
Brunswick County, Virginia 23847 23950 23856 23868 23893 23889 23887 23857 23919 23873 23821 23824 23938 23876 23843 23920 23845 Gasburg CDP Brodnax town Lawrenceville town Alberta town Warfield CDP Ebony CDP
Buchanan County, Virginia 24631 24239 24620 24639 24260 24656 24622 24614 24628 24603 24624 24256 24634 24646 24649 24627 24658 24657 24217 Grundy town Vansant CDP
Buckingham County, Virginia 23901 24553 23040 24599 24522 23004 24562 23921 23123 23936 24590 Dillwyn town Yogaville CDP Buckingham Courthouse CDP
Campbell County, Virginia 24502 24501 24571 23963 24517 24550 24538 24554 24528 24576 24569 24504 24588 24551 Rustburg CDP Timberlake CDP Brookneal town Concord CDP Altavista town
Caroline County, Virginia 22438 22408 23047 22535 23069 22501 22427 23015 22446 22538 22580 22436 22514 22560 22546 22552 22428 Lake Land'Or CDP Lake Caroline CDP Port Royal town Bowling Green town
Carroll County, Virginia 24350 24105 24333 24317 24351 24330 24343 24347 24352 24120 24312 24380 24325 24381 24328 24053 Woodlawn CDP Fancy Gap CDP Hillsville town Cana CDP
Charles City County, Virginia 23147 23231 23185 23140 23030 Charles City CDP
Charlotte County, Virginia 23958 23934 23963 23924 23923 23962 23937 24528 24522 23976 23967 23964 23947 23959 Phenix town Drakes Branch town Charlotte Court House town Keysville town
Chesterfield County, Virginia 23224 23235 23832 23114 23831 23113 23836 23120 23234 23236 23838 23112 23237 23297 23803 23225 23834 Rockwood CDP Manchester CDP Woodlake CDP Bellwood CDP Bensley CDP Enon CDP Matoaca CDP Ettrick CDP Bon Air CDP Chester CDP Meadowbrook CDP Brandermill CDP
Clarke County, Virginia 20135 22646 22630 20130 22663 22620 22611 Berryville town Shenandoah Farms CDP Boyce town Shenandoah Retreat CDP
Craig County, Virginia 24426 24131 24070 24127 24128 New Castle town
Culpeper County, Virginia 20186 22733 22737 22740 22716 22736 22724 22726 22701 22735 22714 22718 22734 22713 22729 22407 22741 20106 Culpeper town
Cumberland County, Virginia 23901 23040 23027 23139 23123 23936 23038 Cumberland CDP Farmville town
Dickenson County, Virginia 24228 24283 24230 24256 24269 24237 24220 24217 24226 24272 24607 Clintwood town Clinchco town Haysi town Dante CDP
Dinwiddie County, Virginia 23872 23885 23805 23894 23840 23850 23841 23824 23833 23882 23803 23830 McKenney town
Essex County, Virginia 22438 22454 22437 23148 22476 22436 22509 22504 22560 23115 Tappahannock town
Fairfax County, Virginia 22116 22213 22122 22027 22106 22060 22108 22160 22015 22121 20121 22043 22153 22308 22306 22150 22185 22161 22067 22182 22152 22312 22159 20171 22307 20164 22124 22207 22046 20122 22204 22158 22304 22180 20190 20120 20124 22102 20194 22103 22079 20069 22310 22039 20070 22033 22037 22042 22030 22081 22315 22009 20195 22109 20206 22066 22044 22151 20165 22206 20192 22302 20153 22311 22032 20598 20170 22303 20041 22107 22035 22031 22041 22181 22003 20152 20172 20151 22101 22309 22183 20191 22199 North Springfield CDP Lorton CDP George Mason CDP Burke CDP Newington Forest CDP Centreville CDP Clifton town Merrifield CDP Oakton CDP Greenbriar CDP Herndon town Huntington CDP Mount Vernon CDP Springfield CDP McNair CDP South Run CDP Vienna town Woodlawn CDP Seven Corners CDP Idylwood CDP Burke Centre CDP Chantilly CDP Fort Belvoir CDP Newington CDP Wolf Trap CDP Fair Oaks CDP Franconia CDP Great Falls CDP Kings Park West CDP Pimmit Hills CDP Franklin Farm CDP Bailey's Crossroads CDP Kings Park CDP McLean CDP Wakefield CDP Fair Lakes CDP Dranesville CDP Tysons Corner CDP Laurel Hill CDP Dunn Loring CDP Floris CDP Kingstowne CDP Occoquan town Belle Haven CDP Groveton CDP Rose Hill CDP Long Branch CDP Mantua CDP Reston CDP Mason Neck CDP Fairfax Station CDP West Falls Church CDP Fort Hunt CDP Hybla Valley CDP Woodburn CDP West Springfield CDP Crosspointe CDP Hayfield CDP Ravensworth CDP Lincolnia CDP Lake Barcroft CDP Annandale CDP
Fauquier County, Virginia 20184 20169 20128 20117 20181 20119 20137 22712 20140 20188 22734 22742 22639 22406 22720 20187 20198 22643 22728 22642 22556 20106 20139 20186 20115 20130 20138 20144 Catlett CDP Calverton CDP Marshall CDP Bealeton CDP The Plains town Warrenton town Remington town Midland CDP Opal CDP New Baltimore CDP
Floyd County, Virginia 24105 24141 24079 24162 24149 24059 24352 24138 24120 24380 24091 24072 Floyd town
Fluvanna County, Virginia 22947 22963 23022 23055 23084 23093 22974 23038 24590 Scottsville town Palmyra CDP Lake Monticello CDP Columbia town
Franklin County, Virginia 24137 24014 24088 24079 24055 24146 24065 24151 24059 24092 24176 24121 24184 24067 24101 24102 24091 24112 Westlake Corner CDP North Shore CDP Union Hall CDP Rocky Mount town Ferrum CDP Henry Fork CDP Penhook CDP Boones Mill town
Frederick County, Virginia 22654 22655 22601 22630 22625 22656 22637 22622 22602 22663 22624 22603 22645 Shawneeland CDP Lake Holiday CDP Stephens City town Middletown town
Giles County, Virginia 24150 24086 24134 24167 24147 24093 24136 24124 24128 24315 Pearisburg town Pembroke town Glen Lyn town Rich Creek town Narrows town
Gloucester County, Virginia 23178 23184 23062 23154 23155 23018 23131 23072 23050 23061 23183 23128 23003 23190 23001 23149 Gloucester Point CDP Gloucester Courthouse CDP
Goochland County, Virginia 23039 23146 23238 23067 23129 23084 23063 23153 23102 23093 23233 23065 23117 23103 23160 23038 Goochland CDP
Grayson County, Virginia 24350 24378 24326 24333 24330 24348 24292 24236 24363 24430 Troutdale town Fries town Independence town
Greene County, Virginia 22940 22935 22936 22923 22965 22973 22968 Ruckersville CDP Twin Lakes CDP Stanardsville town
Greensville County, Virginia 23870 23847 23867 23856 23887 23879 Jarratt town
Halifax County, Virginia 24558 24539 24557 24589 24534 24592 23962 24598 24577 24535 24569 24565 24520 24597 24529 24594 Mountain Road CDP Scottsburg town Virgilina town Halifax town Riverdale CDP Clover CDP Clarksville town South Boston town Nathalie CDP Cluster Springs CDP
Hanover County, Virginia 23192 23111 23047 23059 23024 23146 23069 23102 23015 23162 23005 22546 23116 Mechanicsville CDP Ashland town Hanover CDP
Henrico County, Virginia 23231 23075 23238 23294 23060 23058 23222 23233 23250 23226 23228 23059 23230 23242 23227 23229 23150 23223 23273 23255 23030 Short Pump CDP Glen Allen CDP Tuckahoe CDP Lakeside CDP Chamberlayne CDP Sandston CDP Wyndham CDP Laurel CDP Highland Springs CDP Montrose CDP Innsbrook CDP East Highland Park CDP Dumbarton CDP
Henry County, Virginia 24148 24055 24530 24089 24165 24054 24078 24133 24112 24168 24102 Laurel Park CDP Oak Level CDP Villa Heights CDP Horse Pasture CDP Chatmoss CDP Sandy Level CDP Fieldale CDP Stanleytown CDP Ridgeway town Collinsville CDP Bassett CDP
Highland County, Virginia 24433 24442 24468 24458 24465 24487 24484 24413 Monterey town
Isle of Wight County, Virginia 23487 23430 23866 23898 23424 23314 23397 23431 23315 23851 23304 Benns Church CDP Smithfield town Windsor town Carrollton CDP Camptown CDP Carrsville CDP Rushmere CDP
James City County, Virginia 23089 23188 23081 23168 23185 23127 
King and Queen County, Virginia 23085 23156 23126 23108 22437 23110 23181 23148 23149 23023 22514 22560 23177 23161 23091 King and Queen Court House CDP
King George County, Virginia 22448 22547 22481 22544 22485 22451 22526 Dahlgren Center CDP Passapatanzy CDP King George CDP Fairview Beach CDP Dahlgren CDP
King William County, Virginia 23009 23069 23086 23181 23106 23177 King William CDP Central Garage CDP West Point town
Lancaster County, Virginia 22507 22480 22482 22473 22576 22513 22517 22523 22578 22528 22503 Kilmarnock town White Stone town Irvington town
Lee County, Virginia 24265 24243 24244 24282 24218 24277 24281 24221 24219 24263 24248 Rose Hill CDP St. Charles town Pennington Gap town Ewing CDP Keokee CDP Dryden CDP Jonesville town
Loudoun County, Virginia 20184 20147 20104 20166 20117 20149 20180 20101 20103 20146 20197 20159 20152 20148 20120 20105 20129 20160 20158 20135 20178 20151 22066 20165 20164 20131 20175 20167 20176 20189 20177 20598 20130 20141 20132 Dulles Town Center CDP South Riding CDP Cascades CDP Sugarland Run CDP Round Hill town Lovettsville town Purcellville town Broadlands CDP Hamilton town Hillsboro town Ashburn CDP Stone Ridge CDP Lansdowne CDP University Center CDP Loudoun Valley Estates CDP Arcola CDP Countryside CDP Brambleton CDP Middleburg town Lowes Island CDP Leesburg town Oak Grove CDP Belmont CDP Moorefield Station CDP Sterling CDP
Louisa County, Virginia 23192 22947 23170 23024 23084 22942 23015 23093 23102 23065 23117 22974 Blue Ridge Shores CDP Louisa town Gordonsville town Mineral town
Lunenburg County, Virginia 23974 23937 23954 23970 23944 23952 23824 23938 23947 23942 23920 23924 Victoria town Kenbridge town Lunenburg CDP
Madison County, Virginia 22730 22715 22960 22731 22711 22709 22735 22743 22723 22733 22972 22719 22722 22973 22727 22701 22748 22740 22948 22989 22732 22725 22738 Brightwood CDP Madison town
Mathews County, Virginia 23109 23119 23125 23066 23138 23163 23045 23035 23056 23076 23050 23064 23061 23068 23025 23128 23130 23021 Mathews CDP Gwynn CDP
Mecklenburg County, Virginia 23968 23950 23941 23927 23915 23970 24598 24529 23919 24580 23917 23964 23920 23924 La Crosse town Baskerville CDP Brodnax town Fairview CDP Union Level CDP Bracey CDP Clarksville town Thynedale CDP Boydton town Chase City town South Hill town
Middlesex County, Virginia 23180 23176 23071 23032 23043 23070 23169 23175 23092 23031 23079 22504 23149 Deltaville CDP Urbanna town Saluda CDP
Montgomery County, Virginia 24073 24141 24060 24068 24162 24059 24138 24347 24087 24149 24070 24111 24061 24063 24062 24128 Merrimac CDP Belview CDP Riner CDP Blacksburg town Lafayette CDP Elliston CDP Plum Creek CDP Shawsville CDP Christiansburg town Prices Fork CDP
Nelson County, Virginia 24581 22976 22958 22949 22938 24553 22922 24464 24599 24521 22971 22920 22969 24562 22964 24483 22967 22952 Schuyler CDP Wintergreen CDP Nellysford CDP Arrington CDP Shipman CDP Lovingston CDP
New Kent County, Virginia 23089 23111 23124 23011 23140 23141 23181 New Kent CDP
Northampton County, Virginia 23413 23307 23310 23354 23316 23350 23313 23405 23398 23429 23408 23443 23486 23347 Belle Haven town Exmore town Cheriton town Eastville town Nassawadox town Cape Charles town
Northumberland County, Virginia 22539 22579 22503 22511 22482 22473 22432 22435 22460 22530 Heathsville CDP Kilmarnock town
Nottoway County, Virginia 23894 23955 23083 23930 23824 23922 23966 23002 Crewe town Burkeville town Nottoway Court House CDP Blackstone town
Orange County, Virginia 22567 22733 22508 22960 22972 22551 22923 22942 22701 22957 23093 22542 22968 22433 Orange town Lake of the Woods CDP Gordonsville town
Page County, Virginia 22650 22835 22851 22743 22849 22827 Stanley town Shenandoah town Luray town
Patrick County, Virginia 24091 24088 24317 24076 24055 24082 24343 24185 24171 24120 24165 24177 24133 24053 Patrick Springs CDP Stuart town
Pittsylvania County, Virginia 24137 24161 24586 24540 24527 24139 24566 24569 24563 24557 24541 24592 24530 24069 24597 24531 24549 24565 24054 24594 Chatham town Hurt town Blairs CDP Mount Hermon CDP Motley CDP Gretna town
Powhatan County, Virginia 23113 23120 23139 23112 23160 
Prince Edward County, Virginia 23901 23909 23943 23934 23923 23954 23960 23942 23947 23922 23966 23958 Pamplin City town Hampden-Sydney CDP Farmville town
Prince George County, Virginia 23875 23801 23805 23881 23842 23830 23803 23860 Templeton CDP Prince George CDP Fort Lee CDP
Prince William County, Virginia 20136 20109 20169 20156 22025 20110 22134 20181 22026 20119 20155 22125 20198 20187 22194 20143 22193 20168 22172 20182 20112 22195 20111 22192 20137 22191 Buckhall CDP Potomac Mills CDP Haymarket town Yorkshire CDP Bull Run CDP Quantico town Marumsco CDP Gainesville CDP Independent Hill CDP Quantico Base CDP Woodbridge CDP Loch Lomond CDP Neabsco CDP Dumfries town Montclair CDP Cherry Hill CDP Nokesville CDP Bull Run Mountain Estates CDP Occoquan town Lake Ridge CDP Sudley CDP Linton Hall CDP Dale City CDP County Center CDP Triangle CDP
Pulaski County, Virginia 24324 24141 24058 24347 24126 24301 24313 24084 Hiwassee CDP Allisonia CDP Fairlawn CDP New River CDP Snowville CDP Pulaski town Belspring CDP Dublin town Draper CDP Parrott CDP
Rappahannock County, Virginia 22640 22716 22623 22627 22713 22740 22749 22747 22630 20106 Chester Gap CDP Sperryville CDP Washington town Flint Hill CDP
Richmond County, Virginia 22572 22520 22473 22472 22548 22435 22460 Warsaw town
Roanoke County, Virginia 24014 24018 24012 24079 24153 24015 24065 24059 24175 24087 24070 24101 24019 24179 24020 Cave Spring CDP Hollins CDP Vinton town Glenvar CDP
Rockbridge County, Virginia 24472 24483 24416 24473 24579 24555 24435 24439 24476 24578 24450 24459 24415 24066 Goshen town East Lexington CDP Glasgow town
Rockingham County, Virginia 22833 22820 22853 22832 22831 22849 24471 22801 22848 22802 22830 22815 22821 22812 22844 22850 22846 22811 24441 22834 22841 24486 22840 22827 Massanetta Springs CDP Timberville town Dayton town Mount Crawford town Elkton town Bridgewater town Broadway town Grottoes town Belmont Estates CDP Massanutten CDP
Russell County, Virginia 24225 24609 24224 24649 24283 24266 24639 24237 24271 24260 24646 24280 Castlewood CDP Honaker town Cleveland town Dante CDP Lebanon town St. Paul town Raven CDP
Scott County, Virginia 24245 24258 24290 24251 24244 24271 24230 24202 24221 24250 Duffield town Clinchport town Gate City town Dungannon town Nickelsville town Weber City town
Shenandoah County, Virginia 22660 22844 22657 22652 22654 22664 22845 22824 22626 22847 22810 22853 22641 22842 22644 22815 22645 Basye CDP Strasburg town Woodstock town Toms Brook town New Market town Mount Jackson town Maurertown CDP Edinburg town
Smyth County, Virginia 24370 24378 24374 24375 24311 24318 24368 24319 24316 24651 24354 24236 Atkins CDP Seven Mile Ford CDP Marion town Sugar Grove CDP Chilhowie town Saltville town McMullin CDP Adwolf CDP
Southampton County, Virginia 23829 23847 23867 23827 23866 23898 23844 23828 23878 23874 23888 23851 23837 Ivor town Branchville town Newsoms town Boykins town Southampton Meadows CDP Capron town Sedley CDP Courtland town
Spotsylvania County, Virginia 22567 22408 23024 22508 22565 22960 22553 22401 22551 22580 22534 23117 23015 22404 22407 22546 Spotsylvania Courthouse CDP Lake Wilderness CDP
Stafford County, Virginia 22403 22728 22405 22545 22430 22471 22554 22555 22134 22556 22412 22135 22406 22463 Quantico Base CDP Boswell's Corner CDP Falmouth CDP Aquia Harbour CDP Stafford Courthouse CDP Southern Gateway CDP
Surry County, Virginia 23890 23430 23846 23881 23842 23866 23839 23883 23888 23899 Claremont town Surry town Scotland CDP Dendron town
